age,sleep_hours,tasks_planned,tasks_completed,focus_hours,stress_level,motivation_level,task_interest,self_control,routine_consistency,peak_productivity_time,screen_time_minutes,procrastination_score
29,7.6,4,1,2.1,3,4,2.0,1.0,No,Evening,232,3
31,6.8,3,1,4.3,2,5,3.0,2.0,Yes,Afternoon,252,3
37,8.0,3,1,4.7,4,3,2.0,2.0,Yes,Afternoon,345,3
29,5.6,4,2,4.5,1,4,3.0,3.0,No,Afternoon,221,3
35,6.9,7,3,3.1,2,1,2.0,1.0,Yes,Afternoon,360,3
18,8.8,3,0,2.8,2,2,1.0,1.0,No,Evening,230,3
18,7.9,4,1,2.1,1,3,2.0,1.0,No,Evening,345,3
24,5.9,4,2,4.6,5,4,3.0,3.0,No,Afternoon,287,3
21,5.3,7,3,2.8,3,4,3.0,2.0,No,Evening,289,3
40,7.3,4,1,4.9,5,2,1.0,2.0,Yes,Afternoon,183,3
28,6.7,7,4,2.1,3,4,3.0,2.0,No,Evening,212,3
36,6.3,7,2,2.4,2,5,3.0,1.0,No,Evening,302,3
17,6.5,6,3,4.8,5,1,2.0,3.0,Yes,Afternoon,331,3
23,7.3,7,2,4.0,5,4,2.0,2.0,Yes,Afternoon,289,3
36,6.4,4,2,2.3,3,2,2.0,2.0,No,Evening,195,3
17,5.3,7,4,4.3,3,2,2.0,3.0,No,Afternoon,212,3
19,6.4,4,2,3.4,5,5,3.0,2.0,Yes,Afternoon,321,3
40,6.8,6,3,4.8,1,5,3.0,3.0,Yes,Afternoon,343,3
30,6.3,3,1,3.0,4,5,3.0,1.0,No,Evening,330,3
19,7.9,3,1,4.6,5,2,2.0,2.0,Yes,Afternoon,296,3
28,5.3,5,2,4.1,2,2,2.0,2.0,No,Afternoon,242,3
27,6.5,3,1,2.7,5,2,2.0,1.0,No,Evening,286,3
28,5.6,3,0,4.2,5,3,1.0,1.0,No,Afternoon,255,3
29,7.6,5,2,3.4,2,4,3.0,2.0,Yes,Afternoon,292,3
35,6.7,7,2,4.2,3,5,3.0,2.0,Yes,Afternoon,317,3
33,5.9,3,0,4.3,5,4,2.0,1.0,No,Afternoon,240,3
21,6.8,5,1,3.1,4,1,1.0,1.0,Yes,Afternoon,205,3
26,7.6,3,1,4.0,3,1,1.0,2.0,Yes,Afternoon,228,3
17,5.2,7,2,4.8,5,5,3.0,2.0,No,Afternoon,232,3
38,8.4,5,2,3.6,3,5,3.0,2.0,Yes,Afternoon,329,3
34,7.8,6,2,3.6,2,2,2.0,2.0,Yes,Afternoon,247,3
34,5.9,7,3,4.2,1,4,3.0,2.0,No,Afternoon,307,3
20,8.7,4,2,4.2,2,1,2.0,3.0,Yes,Afternoon,234,3
34,8.6,4,2,2.3,2,5,3.0,1.0,No,Evening,356,3
17,7.2,4,2,2.3,3,5,3.0,1.0,No,Evening,258,3
25,9.0,4,2,3.4,3,5,3.0,2.0,Yes,Afternoon,284,3
40,8.6,4,1,4.3,1,5,3.0,2.0,Yes,Afternoon,318,3
17,8.8,4,1,4.0,4,1,1.0,1.0,Yes,Afternoon,358,3
26,5.3,4,2,2.4,1,5,3.0,1.0,No,Evening,297,3
33,6.5,6,2,2.7,4,5,3.0,1.0,No,Evening,351,3
39,6.1,5,1,4.3,3,1,1.0,2.0,Yes,Afternoon,185,3
30,7.0,3,1,2.0,2,4,2.0,1.0,No,Evening,233,3
24,8.9,3,1,3.4,2,2,2.0,2.0,Yes,Afternoon,186,3
38,9.0,3,1,2.4,4,2,2.0,1.0,No,Evening,264,3
34,6.2,3,1,4.2,5,2,2.0,2.0,Yes,Afternoon,294,3
24,7.1,5,2,4.1,2,4,3.0,2.0,Yes,Afternoon,306,3
18,8.8,7,4,3.9,3,1,2.0,3.0,Yes,Afternoon,202,3
36,8.7,4,1,4.4,3,1,1.0,2.0,Yes,Afternoon,275,3
24,5.7,4,1,2.1,3,2,1.0,1.0,No,Evening,328,3
29,6.2,7,3,2.1,3,3,2.0,1.0,No,Evening,324,3
34,8.4,6,2,3.9,3,4,2.0,2.0,Yes,Afternoon,225,3
22,5.6,6,4,4.7,5,3,3.0,3.0,No,Afternoon,332,3
31,6.4,5,2,4.7,4,5,3.0,2.0,Yes,Afternoon,282,3
31,8.1,3,1,3.7,5,4,2.0,2.0,Yes,Afternoon,319,3
16,5.3,7,4,2.4,3,2,2.0,2.0,No,Evening,336,3
19,7.2,4,2,3.1,2,4,3.0,2.0,Yes,Afternoon,190,3
19,6.5,5,3,2.6,5,5,4.0,2.0,No,Evening,317,3
22,7.8,6,2,3.4,4,1,1.0,2.0,Yes,Afternoon,253,3
23,7.0,4,1,4.1,3,3,2.0,2.0,Yes,Afternoon,340,3
32,7.6,7,3,2.8,5,5,3.0,1.0,No,Evening,321,3
20,8.6,7,2,3.7,1,4,2.0,1.0,Yes,Afternoon,348,3
22,7.5,5,3,2.9,1,3,3.0,2.0,No,Evening,290,3
35,6.7,3,1,3.7,1,5,3.0,2.0,Yes,Afternoon,202,3
35,6.9,3,1,2.7,3,3,2.0,1.0,No,Evening,222,3
19,7.0,6,2,3.9,2,5,3.0,2.0,Yes,Afternoon,287,3
21,7.4,5,2,3.7,4,3,2.0,2.0,Yes,Afternoon,340,3
22,6.4,4,2,3.5,4,5,3.0,2.0,Yes,Afternoon,326,3
33,8.3,3,1,4.5,3,2,2.0,2.0,Yes,Afternoon,310,3
20,5.3,4,2,3.6,1,5,3.0,2.0,No,Afternoon,210,3
35,7.2,5,2,2.5,4,3,2.0,2.0,No,Evening,219,3
18,5.2,4,2,4.8,2,5,3.0,2.0,No,Afternoon,337,3
22,6.6,5,2,4.7,5,5,3.0,3.0,Yes,Afternoon,217,3
37,7.4,3,1,4.9,1,2,2.0,2.0,Yes,Afternoon,305,3
29,8.1,6,1,4.6,3,5,2.0,2.0,Yes,Afternoon,347,3
22,8.5,5,1,4.7,4,5,2.0,2.0,Yes,Afternoon,181,3
20,7.4,5,2,3.5,5,1,1.0,2.0,Yes,Afternoon,328,3
37,8.4,4,1,4.3,5,3,2.0,2.0,Yes,Afternoon,302,3
20,6.6,7,2,4.6,4,4,2.0,2.0,Yes,Afternoon,215,3
38,8.8,5,1,4.4,5,5,2.0,2.0,Yes,Afternoon,250,3
17,6.1,5,2,3.6,4,2,2.0,2.0,Yes,Afternoon,328,3
36,6.8,7,4,2.7,2,5,4.0,2.0,No,Evening,212,3
37,8.5,4,1,3.2,3,5,3.0,1.0,Yes,Afternoon,357,3
21,5.3,6,2,3.9,2,4,2.0,2.0,No,Afternoon,322,3
30,5.6,5,3,3.5,3,3,3.0,2.0,No,Afternoon,256,3
36,7.3,3,1,2.6,2,2,2.0,1.0,No,Evening,204,3
25,5.8,4,1,3.2,4,2,1.0,1.0,No,Afternoon,301,3
38,5.2,6,2,2.4,3,5,3.0,1.0,No,Evening,280,3
39,6.6,6,3,4.5,1,4,3.0,2.0,Yes,Afternoon,315,3
22,5.5,7,4,3.7,2,5,4.0,2.0,No,Afternoon,314,3
20,6.8,5,1,4.5,3,1,1.0,2.0,Yes,Afternoon,346,3
16,8.3,6,3,2.8,5,1,2.0,2.0,No,Evening,299,3
28,7.5,4,1,2.9,1,1,1.0,1.0,No,Evening,259,3
36,5.3,7,4,4.0,1,3,3.0,3.0,No,Afternoon,279,3
33,6.6,4,2,2.4,3,4,3.0,2.0,No,Evening,261,3
28,7.7,7,3,4.2,5,2,2.0,2.0,Yes,Afternoon,255,3
36,6.9,7,2,3.1,2,2,2.0,2.0,Yes,Afternoon,230,3
36,5.9,6,4,2.3,1,1,2.0,2.0,No,Evening,341,3
33,5.4,6,2,4.4,5,5,3.0,2.0,No,Afternoon,335,3
20,5.2,4,1,3.9,2,3,2.0,1.0,No,Afternoon,343,3
28,8.0,3,2,5.0,1,4,3.0,3.0,Yes,Afternoon,330,3
19,7.9,4,2,4.5,3,4,3.0,3.0,Yes,Afternoon,270,3
32,7.3,7,2,2.3,4,1,1.0,1.0,No,Evening,262,3
18,5.9,5,2,2.7,1,1,1.0,2.0,No,Evening,232,3
32,8.6,4,2,2.4,4,4,3.0,1.0,No,Evening,348,3
26,8.4,5,2,2.9,5,1,1.0,1.0,No,Evening,299,3
36,8.4,3,1,2.7,2,3,2.0,1.0,No,Evening,263,3
35,5.0,6,3,5.0,3,5,3.0,3.0,No,Afternoon,342,3
38,8.7,7,2,3.5,4,1,1.0,2.0,Yes,Afternoon,238,3
36,6.2,6,1,3.2,3,4,2.0,1.0,Yes,Afternoon,290,3
19,5.5,5,2,2.5,3,1,1.0,1.0,No,Evening,348,3
17,6.1,6,2,4.0,4,2,2.0,2.0,Yes,Afternoon,238,3
35,8.9,3,2,2.6,1,1,2.0,2.0,No,Evening,254,3
31,8.9,5,3,2.2,2,5,4.0,2.0,No,Evening,295,3
33,5.5,6,2,4.2,5,2,2.0,2.0,No,Afternoon,259,3
23,6.4,5,3,4.3,4,3,3.0,3.0,Yes,Afternoon,228,3
18,6.1,6,1,3.7,2,4,2.0,2.0,Yes,Afternoon,196,3
24,5.9,7,3,5.0,1,4,3.0,3.0,No,Afternoon,327,3
35,8.6,5,2,2.5,2,4,3.0,1.0,No,Evening,356,3
21,8.2,7,2,3.4,1,2,2.0,2.0,Yes,Afternoon,284,3
25,5.9,4,1,4.9,3,5,3.0,2.0,No,Afternoon,346,3
36,5.8,5,1,3.0,1,4,2.0,1.0,No,Evening,181,3
25,6.8,3,1,3.5,3,3,2.0,2.0,Yes,Afternoon,254,3
28,8.4,6,3,4.2,2,3,2.0,2.0,Yes,Afternoon,346,3
32,6.8,3,1,2.2,3,1,1.0,1.0,No,Evening,222,3
24,6.1,5,2,2.4,1,2,2.0,1.0,No,Evening,281,3
32,7.8,7,2,2.8,1,2,2.0,1.0,No,Evening,329,3
39,7.6,4,2,5.0,2,3,2.0,3.0,Yes,Afternoon,307,3
24,7.9,7,4,3.2,4,5,4.0,2.0,Yes,Afternoon,321,3
24,6.6,6,2,3.5,1,4,2.0,2.0,Yes,Afternoon,207,3
16,8.3,4,1,2.3,3,1,1.0,1.0,No,Evening,311,3
17,8.2,3,1,2.5,5,1,1.0,1.0,No,Evening,202,3
31,7.6,6,3,4.3,3,2,2.0,3.0,Yes,Afternoon,221,3
16,8.1,6,2,4.3,5,2,2.0,2.0,Yes,Afternoon,292,3
25,5.7,6,3,2.9,4,1,2.0,2.0,No,Evening,293,3
33,6.6,5,2,2.0,5,4,3.0,1.0,No,Evening,344,3
23,7.0,4,1,3.4,4,1,1.0,1.0,Yes,Afternoon,313,3
36,8.1,5,2,2.2,1,2,2.0,1.0,No,Evening,333,3
26,6.2,6,2,4.5,1,1,1.0,2.0,Yes,Afternoon,215,3
38,6.8,5,2,4.5,5,4,3.0,2.0,Yes,Afternoon,286,3
17,7.2,5,2,4.3,1,1,1.0,2.0,Yes,Afternoon,294,3
23,8.5,7,3,3.6,4,2,2.0,2.0,Yes,Afternoon,219,3
37,5.7,6,3,2.3,2,3,2.0,1.0,No,Evening,341,3
23,6.0,7,4,3.3,5,4,3.0,2.0,No,Afternoon,219,3
32,6.6,4,1,3.0,5,4,2.0,1.0,Yes,Afternoon,308,3
30,5.8,5,1,3.9,1,5,2.0,2.0,No,Afternoon,203,3
32,7.3,5,2,3.5,4,2,2.0,2.0,Yes,Afternoon,190,3
38,7.8,7,2,3.1,2,3,2.0,1.0,Yes,Afternoon,290,3
39,8.3,6,2,3.8,4,2,2.0,2.0,Yes,Afternoon,355,3
28,7.8,5,3,2.2,5,3,3.0,2.0,No,Evening,234,3
34,7.4,7,3,3.4,2,3,2.0,2.0,Yes,Afternoon,244,3
20,6.6,5,1,4.5,4,4,2.0,2.0,Yes,Afternoon,209,3
27,6.7,6,4,2.6,4,4,3.0,2.0,No,Evening,232,3
16,7.0,7,3,3.8,3,3,2.0,2.0,Yes,Afternoon,197,3
38,8.0,7,3,3.8,1,2,2.0,2.0,Yes,Afternoon,235,3
20,8.6,7,4,3.8,4,3,3.0,2.0,Yes,Afternoon,313,3
23,5.2,7,3,2.8,4,2,2.0,2.0,No,Evening,236,3
28,6.9,7,4,3.5,4,3,3.0,3.0,Yes,Afternoon,214,3
23,8.1,4,2,2.4,2,3,2.0,1.0,No,Evening,357,3
40,7.8,7,3,3.6,4,3,2.0,2.0,Yes,Afternoon,188,3
38,8.5,3,1,3.9,5,5,3.0,2.0,Yes,Afternoon,227,3
26,5.8,4,1,3.4,2,1,1.0,2.0,No,Afternoon,196,3
16,6.1,5,1,4.5,4,3,2.0,2.0,Yes,Afternoon,335,3
28,6.3,6,2,4.8,5,3,2.0,2.0,Yes,Afternoon,353,3
34,6.3,5,1,4.4,3,4,2.0,2.0,Yes,Afternoon,195,3
39,7.5,7,3,3.0,2,1,2.0,2.0,Yes,Afternoon,314,3
18,7.7,7,3,4.2,1,3,2.0,2.0,Yes,Afternoon,334,3
39,6.8,7,3,2.4,5,3,2.0,1.0,No,Evening,278,3
32,5.1,5,2,3.6,3,1,1.0,2.0,No,Afternoon,182,3
20,7.9,7,2,3.5,2,1,1.0,1.0,Yes,Afternoon,346,3
35,8.2,6,2,2.1,4,5,3.0,1.0,No,Evening,227,3
36,7.9,4,1,3.2,5,1,1.0,1.0,Yes,Afternoon,341,3
23,6.4,3,1,2.9,4,4,2.0,1.0,No,Evening,288,3
29,9.0,4,1,2.6,5,3,2.0,1.0,No,Evening,301,3
19,7.2,3,1,2.4,4,3,2.0,1.0,No,Evening,320,3
26,6.2,3,1,2.9,5,4,2.0,1.0,No,Evening,330,3
35,8.9,4,2,3.8,2,4,3.0,2.0,Yes,Afternoon,319,3
30,8.7,5,2,4.5,2,5,3.0,2.0,Yes,Afternoon,338,3
34,8.1,4,2,3.9,1,2,2.0,2.0,Yes,Afternoon,305,3
22,6.3,3,0,4.5,5,2,1.0,1.0,Yes,Afternoon,282,3
34,8.5,4,1,4.9,4,3,2.0,2.0,Yes,Afternoon,356,3
34,5.7,3,2,4.9,5,2,2.0,3.0,No,Afternoon,237,3
26,5.9,6,2,4.2,3,4,2.0,2.0,No,Afternoon,208,3
20,5.8,4,1,4.0,3,5,3.0,1.0,No,Afternoon,358,3
20,6.5,5,2,2.7,4,1,1.0,1.0,No,Evening,298,3
37,7.2,3,1,3.9,2,1,1.0,2.0,Yes,Afternoon,303,3
23,8.5,5,2,4.3,3,4,3.0,2.0,Yes,Afternoon,280,3
25,5.7,7,3,3.8,5,5,3.0,2.0,No,Afternoon,309,3
21,5.5,5,2,3.6,2,3,2.0,2.0,No,Afternoon,232,3
30,8.1,6,3,4.2,3,1,2.0,3.0,Yes,Afternoon,218,3
31,6.1,7,3,4.9,2,5,3.0,3.0,Yes,Afternoon,269,3
32,5.5,3,1,2.8,1,4,2.0,1.0,No,Evening,261,3
23,6.2,4,2,3.3,5,3,2.0,2.0,Yes,Afternoon,255,3
23,5.9,3,1,4.2,5,2,2.0,2.0,No,Afternoon,185,3
40,6.4,6,2,3.1,1,3,2.0,2.0,Yes,Afternoon,189,3
24,8.1,5,3,2.3,1,1,2.0,1.0,No,Evening,358,3
17,6.7,3,1,4.2,4,4,2.0,2.0,Yes,Afternoon,277,3
30,6.6,4,2,4.7,4,4,3.0,3.0,Yes,Afternoon,238,3
33,5.0,3,2,3.1,2,4,3.0,2.0,No,Afternoon,260,3
18,7.1,6,2,4.4,2,1,1.0,2.0,Yes,Afternoon,315,3
32,6.0,5,1,3.3,4,3,2.0,1.0,Yes,Afternoon,226,3
19,7.6,6,3,2.0,4,5,3.0,2.0,No,Evening,227,3
19,6.7,5,3,4.0,1,1,2.0,2.0,Yes,Afternoon,324,3
29,8.6,6,3,2.6,5,5,3.0,2.0,No,Evening,207,3
24,7.9,7,4,4.6,2,2,2.0,3.0,Yes,Afternoon,186,3
24,7.2,7,2,3.4,2,5,3.0,2.0,Yes,Afternoon,208,3
40,7.6,3,1,2.6,4,5,3.0,1.0,No,Evening,183,3
38,8.2,6,2,2.1,3,4,2.0,1.0,No,Evening,276,3
33,5.9,6,3,4.1,4,2,2.0,3.0,No,Afternoon,252,3
25,5.3,7,2,2.6,4,1,1.0,1.0,No,Evening,352,3
36,8.8,5,1,2.4,5,3,2.0,1.0,No,Evening,287,3
19,5.5,7,2,3.9,1,1,1.0,2.0,No,Afternoon,305,3
27,6.4,4,1,2.5,4,5,3.0,1.0,No,Evening,313,3
23,8.4,6,3,3.0,3,4,3.0,2.0,Yes,Afternoon,256,3
17,5.4,4,1,4.9,2,3,2.0,2.0,No,Afternoon,313,3
37,5.6,6,2,2.1,5,5,3.0,1.0,No,Evening,225,3
28,6.0,4,1,3.5,2,3,2.0,1.0,Yes,Afternoon,286,3
36,6.3,7,2,4.5,1,4,2.0,2.0,Yes,Afternoon,203,3
31,5.1,7,4,3.8,1,5,4.0,3.0,No,Afternoon,229,3
17,6.6,6,2,3.6,5,5,3.0,2.0,Yes,Afternoon,314,3
26,6.6,3,1,4.3,1,3,2.0,2.0,Yes,Afternoon,207,3
25,6.5,5,2,3.3,3,4,3.0,2.0,Yes,Afternoon,225,3
30,5.8,7,4,4.2,3,5,4.0,3.0,No,Afternoon,263,3
32,8.7,5,2,2.1,1,3,2.0,1.0,No,Evening,354,3
23,8.4,7,3,2.3,5,2,2.0,1.0,No,Evening,329,3
33,8.6,3,1,3.4,3,2,2.0,1.0,Yes,Afternoon,294,3
38,5.5,6,3,3.6,2,5,3.0,2.0,No,Afternoon,300,3
24,5.4,3,1,3.5,4,3,2.0,2.0,No,Afternoon,209,3
40,7.2,6,3,2.2,3,3,2.0,2.0,No,Evening,247,3
23,7.2,3,1,3.8,3,3,2.0,2.0,Yes,Afternoon,205,3
29,6.0,7,2,4.9,3,3,2.0,3.0,Yes,Afternoon,206,3
40,8.7,4,1,2.7,4,5,3.0,1.0,No,Evening,181,3
33,7.6,3,1,2.7,1,3,2.0,1.0,No,Evening,206,3
37,6.9,6,4,4.1,3,2,3.0,3.0,Yes,Afternoon,243,3
35,8.0,7,2,2.5,2,2,2.0,1.0,No,Evening,330,3
35,6.7,5,1,3.6,4,1,1.0,1.0,Yes,Afternoon,270,3
36,7.4,3,1,4.6,3,5,3.0,2.0,Yes,Afternoon,248,3
27,8.9,6,3,2.2,1,5,3.0,1.0,No,Evening,321,3
34,7.0,4,2,4.4,4,1,2.0,2.0,Yes,Afternoon,341,3
29,8.1,6,3,2.7,1,4,3.0,2.0,No,Evening,208,3
32,7.3,3,1,4.2,3,5,3.0,2.0,Yes,Afternoon,321,3
39,5.5,6,3,3.6,4,2,2.0,2.0,No,Afternoon,294,3
36,6.6,6,2,3.1,4,5,3.0,1.0,Yes,Afternoon,292,3
18,7.2,4,2,4.5,2,2,2.0,3.0,Yes,Afternoon,232,3
38,8.7,6,3,4.7,4,2,2.0,3.0,Yes,Afternoon,331,3
22,6.7,4,2,2.1,1,3,2.0,2.0,No,Evening,194,3
32,5.8,3,1,3.8,5,5,3.0,2.0,No,Afternoon,266,3
27,5.8,7,2,4.8,2,3,2.0,2.0,No,Afternoon,230,3
24,8.2,7,4,3.2,5,4,3.0,2.0,Yes,Afternoon,251,3
30,5.8,4,1,3.9,2,2,1.0,2.0,No,Afternoon,222,3
33,8.0,4,1,2.6,3,2,1.0,1.0,No,Evening,181,3
36,8.9,4,2,4.3,1,4,3.0,3.0,Yes,Afternoon,213,3
28,8.1,4,2,4.5,3,3,2.0,3.0,Yes,Afternoon,261,3
36,5.2,7,2,3.2,2,5,3.0,2.0,No,Afternoon,227,3
23,7.2,7,3,2.0,2,1,2.0,1.0,No,Evening,314,3
29,5.3,5,2,3.9,3,2,2.0,2.0,No,Afternoon,306,3
23,8.5,4,2,3.5,3,2,2.0,2.0,Yes,Afternoon,271,3
29,6.7,4,2,2.6,1,5,3.0,1.0,No,Evening,311,3
22,7.5,4,2,2.4,2,1,2.0,2.0,No,Evening,194,3
38,7.6,6,2,3.9,4,2,2.0,2.0,Yes,Afternoon,198,3
27,5.7,7,3,4.4,1,3,2.0,2.0,No,Afternoon,291,3
26,6.3,6,2,3.2,4,1,1.0,2.0,Yes,Afternoon,231,3
37,7.7,7,3,3.9,4,5,3.0,2.0,Yes,Afternoon,220,3
37,5.6,4,2,4.9,3,1,2.0,3.0,No,Afternoon,259,3
26,9.0,3,1,3.9,4,3,2.0,2.0,Yes,Afternoon,302,3
40,7.3,7,3,3.5,4,3,2.0,2.0,Yes,Afternoon,268,3
37,8.5,3,0,4.5,1,4,2.0,1.0,Yes,Afternoon,345,3
28,6.8,7,3,3.3,4,1,2.0,2.0,Yes,Afternoon,301,3
33,7.0,3,1,4.0,4,4,2.0,2.0,Yes,Afternoon,207,3
17,7.0,6,1,3.4,1,1,1.0,2.0,Yes,Afternoon,189,3
36,7.0,4,1,2.1,4,5,3.0,1.0,No,Evening,226,3
30,6.5,4,2,3.5,2,3,2.0,2.0,Yes,Afternoon,188,3
35,7.0,4,2,3.8,1,1,2.0,2.0,Yes,Afternoon,344,3
33,7.1,4,1,2.4,3,4,2.0,1.0,No,Evening,269,3
30,7.0,6,1,4.9,1,5,2.0,2.0,Yes,Afternoon,202,3
34,5.5,3,1,4.6,2,2,2.0,2.0,No,Afternoon,355,3
38,5.2,5,3,2.2,4,1,2.0,2.0,No,Evening,307,3
39,7.7,7,2,4.6,3,1,1.0,2.0,Yes,Afternoon,302,3
27,7.0,3,1,2.2,1,5,3.0,1.0,No,Evening,321,3
28,5.8,5,3,4.7,5,1,2.0,3.0,No,Afternoon,227,3
37,8.5,7,3,3.5,4,2,2.0,2.0,Yes,Afternoon,209,3
26,5.6,3,1,2.7,2,5,3.0,1.0,No,Evening,190,3
20,7.8,4,1,3.9,5,1,1.0,2.0,Yes,Afternoon,301,3
16,5.1,3,2,4.4,2,3,3.0,3.0,No,Afternoon,235,3
39,8.3,7,3,4.6,1,4,3.0,2.0,Yes,Afternoon,351,3
18,5.1,6,1,5.0,2,5,2.0,2.0,No,Afternoon,241,3
37,5.7,3,1,3.6,2,5,3.0,2.0,No,Afternoon,317,3
34,6.9,5,2,2.8,2,3,2.0,1.0,No,Evening,288,3
38,5.4,3,1,2.4,1,4,2.0,1.0,No,Evening,315,3
22,7.4,4,2,3.9,5,5,3.0,2.0,Yes,Afternoon,313,3
27,6.3,5,2,3.8,4,5,3.0,2.0,Yes,Afternoon,306,3
30,7.2,6,2,3.3,1,5,3.0,1.0,Yes,Afternoon,357,3
40,5.7,3,1,2.1,1,2,2.0,1.0,No,Evening,347,3
20,7.5,3,1,2.7,5,4,2.0,1.0,No,Evening,203,3
30,5.6,4,1,2.4,2,5,3.0,1.0,No,Evening,288,3
23,7.1,3,1,3.0,1,5,3.0,1.0,Yes,Afternoon,350,3
25,6.5,4,1,3.8,2,5,3.0,2.0,Yes,Afternoon,224,3
31,8.6,3,0,4.4,1,4,2.0,2.0,Yes,Afternoon,196,3
23,5.3,4,2,2.0,3,3,2.0,1.0,No,Evening,311,3
16,6.2,5,1,4.1,3,1,1.0,2.0,Yes,Afternoon,217,3
27,7.9,4,1,3.8,1,2,1.0,1.0,Yes,Afternoon,337,3
20,5.6,7,3,2.9,5,2,2.0,2.0,No,Evening,278,3
18,7.6,5,1,3.2,3,5,2.0,1.0,Yes,Afternoon,258,3
16,6.8,4,1,2.2,1,3,2.0,1.0,No,Evening,312,3
19,8.4,6,3,3.2,4,2,2.0,2.0,Yes,Afternoon,189,3
23,8.9,6,4,3.7,1,2,3.0,2.0,Yes,Afternoon,336,3
18,7.9,3,1,4.1,4,4,2.0,2.0,Yes,Afternoon,345,3
25,8.3,3,2,4.2,3,4,3.0,3.0,Yes,Afternoon,258,3
17,8.3,5,3,3.7,2,4,3.0,2.0,Yes,Afternoon,328,3
26,7.7,7,2,4.7,5,5,3.0,2.0,Yes,Afternoon,222,3
40,8.9,3,1,3.0,3,4,2.0,2.0,No,Evening,205,3
25,5.5,6,3,2.6,5,1,2.0,2.0,No,Evening,300,3
36,6.7,4,1,2.3,3,5,3.0,1.0,No,Evening,239,3
29,6.3,5,2,4.4,5,5,3.0,2.0,Yes,Afternoon,256,3
22,7.9,3,1,4.7,2,1,1.0,2.0,Yes,Afternoon,314,3
17,5.4,5,2,3.3,3,2,2.0,2.0,No,Afternoon,241,3
24,7.7,6,2,3.6,1,1,1.0,2.0,Yes,Afternoon,303,3
31,5.1,7,2,2.7,2,4,2.0,1.0,No,Evening,264,3
28,6.4,5,3,4.2,3,3,3.0,3.0,Yes,Afternoon,292,3
24,6.6,7,4,4.6,5,4,3.0,3.0,Yes,Afternoon,257,3
35,5.3,3,0,2.6,1,5,2.0,1.0,No,Evening,308,3
19,5.8,7,2,4.9,5,4,2.0,2.0,No,Afternoon,232,3
37,7.3,7,4,3.4,3,2,2.0,2.0,Yes,Afternoon,224,3
25,7.4,3,1,3.7,1,2,2.0,2.0,Yes,Afternoon,182,3
37,5.6,4,2,3.6,3,5,3.0,2.0,No,Afternoon,262,3
27,6.1,4,1,3.5,4,5,3.0,1.0,Yes,Afternoon,347,3
32,5.7,4,1,2.6,1,2,1.0,1.0,No,Evening,214,3
29,8.4,6,2,4.1,3,2,2.0,2.0,Yes,Afternoon,338,3
29,8.5,4,2,3.0,4,2,2.0,2.0,No,Evening,234,3
40,7.5,7,2,3.5,2,3,2.0,2.0,Yes,Afternoon,187,3
17,6.1,6,3,2.5,1,5,3.0,2.0,No,Evening,280,3
36,7.4,4,2,4.8,4,2,2.0,3.0,Yes,Afternoon,254,3
40,8.2,6,4,3.9,5,1,2.0,3.0,Yes,Afternoon,249,3
35,7.5,5,3,3.2,2,2,2.0,2.0,Yes,Afternoon,201,3
26,7.8,4,2,2.0,1,3,2.0,2.0,No,Evening,209,3
31,6.5,3,1,3.8,1,2,2.0,2.0,Yes,Afternoon,254,3
34,8.2,3,1,4.8,4,5,3.0,2.0,Yes,Afternoon,216,3
38,6.0,4,1,4.7,3,2,1.0,2.0,No,Afternoon,317,3
21,6.6,4,2,3.6,5,5,3.0,2.0,Yes,Afternoon,254,3
39,5.1,5,1,4.5,4,2,1.0,2.0,No,Afternoon,260,3
34,5.8,5,2,2.5,3,4,3.0,1.0,No,Evening,307,3
20,7.1,4,2,3.2,2,4,3.0,2.0,Yes,Afternoon,216,3
19,8.4,6,2,2.7,2,5,3.0,1.0,No,Evening,305,3
30,6.8,4,2,4.9,1,5,3.0,3.0,Yes,Afternoon,251,3
19,7.6,4,2,2.3,2,1,2.0,1.0,No,Evening,329,3
35,5.9,6,2,4.1,1,1,1.0,2.0,No,Afternoon,265,3
25,7.9,4,2,3.2,3,3,2.0,2.0,Yes,Afternoon,253,3
39,6.7,3,1,2.7,2,1,1.0,1.0,No,Evening,299,3
37,7.7,7,4,2.6,1,2,2.0,2.0,No,Evening,314,3
18,7.7,6,3,4.0,5,4,3.0,2.0,Yes,Afternoon,358,3
20,8.9,4,2,3.7,2,5,3.0,2.0,Yes,Afternoon,327,3
21,7.5,6,3,3.8,5,3,2.0,2.0,Yes,Afternoon,287,3
36,8.7,6,3,2.8,5,4,3.0,2.0,No,Evening,239,3
37,7.3,6,2,4.7,4,1,1.0,2.0,Yes,Afternoon,348,3
23,8.9,6,2,3.7,5,1,1.0,2.0,Yes,Afternoon,242,3
22,5.8,4,1,3.2,2,3,2.0,1.0,No,Afternoon,234,3
36,8.7,3,1,3.2,2,4,2.0,1.0,Yes,Afternoon,280,3
25,5.6,3,1,2.3,5,2,2.0,1.0,No,Evening,252,3
21,6.4,5,2,2.1,2,1,1.0,1.0,No,Evening,187,3
29,5.7,3,1,3.4,4,5,3.0,1.0,No,Afternoon,305,3
19,8.3,3,1,3.4,5,3,2.0,1.0,Yes,Afternoon,358,3
40,8.9,5,3,2.7,3,5,4.0,2.0,No,Evening,217,3
28,8.6,7,2,3.6,4,4,2.0,2.0,Yes,Afternoon,228,3
